"Position (bp)"	"01_BAT_r2_C_1 - nextera_transposase_sequence"	"01_BAT_r2_C_2 - nextera_transposase_sequence"	"01_Blood_r1_C_1 - nextera_transposase_sequence"	"01_Blood_r1_C_2 - nextera_transposase_sequence"	"02_Blood_r1_C_1 - nextera_transposase_sequence"	"02_Blood_r1_C_2 - nextera_transposase_sequence"	"03_Blood_r1_C_1 - nextera_transposase_sequence"	"03_Blood_r1_C_2 - nextera_transposase_sequence"	"03_Blood_r3_C_1 - nextera_transposase_sequence"	"03_Blood_r3_C_2 - nextera_transposase_sequence"	"03_scAT_r1_C_1 - nextera_transposase_sequence"	"03_scAT_r1_C_2 - nextera_transposase_sequence"	"04_Blood_r3_C_1 - nextera_transposase_sequence"	"04_Blood_r3_C_2 - nextera_transposase_sequence"	"04_scAT_r1_C_1 - nextera_transposase_sequence"	"04_scAT_r1_C_2 - nextera_transposase_sequence"	"05_BAT_r2_C_1 - nextera_transposase_sequence"	"05_BAT_r2_C_2 - nextera_transposase_sequence"	"05_Blood_r1_C_1 - nextera_transposase_sequence"	"05_Blood_r1_C_2 - nextera_transposase_sequence"	"05_Liver_r3_C_1 - nextera_transposase_sequence"	"05_Liver_r3_C_2 - nextera_transposase_sequence"	"06_BAT_r2_C_1 - nextera_transposase_sequence"	"06_BAT_r2_C_2 - nextera_transposase_sequence"	"06_Blood_r1_C_1 - nextera_transposase_sequence"	"06_Blood_r1_C_2 - nextera_transposase_sequence"	"07_BAT_r2_C_1 - nextera_transposase_sequence"	"07_BAT_r2_C_2 - nextera_transposase_sequence"	"07_Blood_r1_C_1 - nextera_transposase_sequence"	"07_Blood_r1_C_2 - nextera_transposase_sequence"	"08_BAT_r2_C_1 - nextera_transposase_sequence"	"08_BAT_r2_C_2 - nextera_transposase_sequence"	"08_Blood_r1_C_1 - nextera_transposase_sequence"	"08_Blood_r1_C_2 - nextera_transposase_sequence"	"09_Blood_r3_C_1 - nextera_transposase_sequence"	"09_Blood_r3_C_2 - nextera_transposase_sequence"	"09_Liver_r2_C_1 - nextera_transposase_sequence"	"09_Liver_r2_C_2 - nextera_transposase_sequence"	"09_scAT_r1_C_1 - nextera_transposase_sequence"	"09_scAT_r1_C_2 - nextera_transposase_sequence"	"10_Blood_r3_C_1 - nextera_transposase_sequence"	"10_Blood_r3_C_2 - nextera_transposase_sequence"	"10_Liver_r2_C_1 - nextera_transposase_sequence"	"10_Liver_r2_C_2 - nextera_transposase_sequence"	"10_scAT_r1_C_1 - nextera_transposase_sequence"	"10_scAT_r1_C_2 - nextera_transposase_sequence"	"11_Blood_r3_C_1 - nextera_transposase_sequence"	"11_Blood_r3_C_2 - nextera_transposase_sequence"	"11_Liver_r2_C_1 - nextera_transposase_sequence"	"11_Liver_r2_C_2 - nextera_transposase_sequence"	"11_scAT_r1_C_1 - nextera_transposase_sequence"	"11_scAT_r1_C_2 - nextera_transposase_sequence"	"12_Blood_r3_C_1 - nextera_transposase_sequence"	"12_Blood_r3_C_2 - nextera_transposase_sequence"	"12_Liver_r2_C_1 - nextera_transposase_sequence"	"12_Liver_r2_C_2 - nextera_transposase_sequence"	"12_scAT_r1_C_1 - nextera_transposase_sequence"	"12_scAT_r1_C_2 - nextera_transposase_sequence"	"13_BAT_r1_C_1 - nextera_transposase_sequence"	"13_BAT_r1_C_2 - nextera_transposase_sequence"	"13_Blood_r3_C_1 - nextera_transposase_sequence"	"13_Blood_r3_C_2 - nextera_transposase_sequence"	"13_Liver_r2_C_1 - nextera_transposase_sequence"	"13_Liver_r2_C_2 - nextera_transposase_sequence"	"13_scAT_r2_C_1 - nextera_transposase_sequence"	"13_scAT_r2_C_2 - nextera_transposase_sequence"	"14_BAT_r1_C_1 - nextera_transposase_sequence"	"14_BAT_r1_C_2 - nextera_transposase_sequence"	"14_Blood_r3_C_1 - nextera_transposase_sequence"	"14_Blood_r3_C_2 - nextera_transposase_sequence"	"14_Liver_r2_C_1 - nextera_transposase_sequence"	"14_Liver_r2_C_2 - nextera_transposase_sequence"	"14_scAT_r2_C_1 - nextera_transposase_sequence"	"14_scAT_r2_C_2 - nextera_transposase_sequence"	"15_BAT_r1_C_1 - nextera_transposase_sequence"	"15_BAT_r1_C_2 - nextera_transposase_sequence"	"15_Blood_r3_C_1 - nextera_transposase_sequence"	"15_Blood_r3_C_2 - nextera_transposase_sequence"	"15_Liver_r2_C_1 - nextera_transposase_sequence"	"15_Liver_r2_C_2 - nextera_transposase_sequence"	"15_scAT_r2_C_1 - nextera_transposase_sequence"	"15_scAT_r2_C_2 - nextera_transposase_sequence"	"16_BAT_r1_C_1 - nextera_transposase_sequence"	"16_BAT_r1_C_2 - nextera_transposase_sequence"	"16_Blood_r3_C_1 - nextera_transposase_sequence"	"16_Blood_r3_C_2 - nextera_transposase_sequence"	"16_Liver_r2_C_1 - nextera_transposase_sequence"	"16_Liver_r2_C_2 - nextera_transposase_sequence"
1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
2	0	0	0	0	0	0	0.0013243454422651605	0	0	0	0	0	0.000832826697092602	0	0.0006632619221330503	0	0	0	0	0	0.0010284045332071823	0	0	0	0.0052130848429558195	0	0.0013760268600443082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008322791131233771	0	0	0	0.0009953219866626853	0	0	0	0	0	0	0	0	0	0	0	0.0006998635266123106	0	0	0	0	0	0.0012017930752683003	0	0.0011195575508559017	0	0	0	0	0	0	0	0	0	0	0	0.0009709020651086925	0	0	0
3	0	0	0	0	0	0	0.0013243454422651605	0	0	0	0	0	0.000832826697092602	0	0.0006632619221330503	0	0	0	0	0	0.0010284045332071823	0	0	0	0.0052130848429558195	0	0.0013760268600443082	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0008322791131233771	0	0	0	0.0019906439733253707	0	0	0	0	0	0	0	0	0	0	0	0.0006998635266123106	0	0	0	0	0	0.0012017930752683003	0	0.0011195575508559017	0	0.001136596121934032	0	0	0	0	0	0	0	0	0	0.0009709020651086925	0	0	0
4	0	0	0	0	0	0	0.0013243454422651605	0	0	0	0	0	0.000832826697092602	0	0.0006632619221330503	0	0	0	0	0	0.0010284045332071823	0	0	0	0.009122898475172683	0	0.0013760268600443082	0	0	0	0	0	0.001134906313483822	0	0	0	0	0	0	0	0.003001801080648389	0	0	0	0	0	0.0031511446532953096	0	0.0008322791131233771	0	0.0008054123711340206	0	0.0019906439733253707	0	0	0	0	0	0.0020281095990427322	0	0	0	0	0	0.0006998635266123106	0	0	0	0.003064382680109092	0	0.0012017930752683003	0	0.0011195575508559017	0	0.001136596121934032	0	0	0	0	0	0	0	0	0	0.0009709020651086925	0	0	0
5	0	0	0	0	0	0	0.0013243454422651605	0	0	0	0	0	0.000832826697092602	0	0.0006632619221330503	0	0.0016260691404598523	0	0	0	0.0010284045332071823	0	0	0	0.009122898475172683	0	0.0013760268600443082	0	0	0	0	0	0.001134906313483822	0	0	0	0	0	0	0	0.003001801080648389	0	0	0	0	0	0.0031511446532953096	0	0.0008322791131233771	0	0.0008054123711340206	0	0.0019906439733253707	0	0	0	0	0	0.0020281095990427322	0	0	0	0	0	0.0006998635266123106	0	0	0	0.003064382680109092	0	0.0012017930752683003	0	0.0011195575508559017	0	0.001136596121934032	0	0	0	0	0	0	0	0	0	0.0009709020651086925	0	0	0
6	0	0	0	0	0	0	0.0013243454422651605	0	0	0	0	0	0.000832826697092602	0	0.0006632619221330503	0	0.0016260691404598523	0	0	0	0.0010284045332071823	0	0.0021922132585057872	0	0.009122898475172683	0	0.0013760268600443082	0	0	0	0	0	0.001134906313483822	0	0	0	0	0	0	0	0.003001801080648389	0	0	0	0	0	0.0031511446532953096	0	0.0008322791131233771	0	0.0008054123711340206	0	0.0019906439733253707	0	0	0	0	0	0.0020281095990427322	0	0	0	0	0	0.0006998635266123106	0	0	0	0.003064382680109092	0	0.0012017930752683003	0	0.0011195575508559017	0	0.001136596121934032	0	0	0	0	0	0	0	0	0	0.0009709020651086925	0	0	0
7	0.0010424376361684161	0	0.0018548918134349815	0	0	0	0.003973036326795481	0	0.0008959208722685612	0	0.0009137092942509411	0	0.001665653394185204	0	0.0006632619221330503	0	0.0016260691404598523	0	0	0	0.0010284045332071823	0	0.0021922132585057872	0	0.009122898475172683	0	0.00344006715011077	0	0	0	0.002222946738196153	0	0.002269812626967644	0	0.003990104540738967	0	0	0	0.0029582735515553123	0	0.003001801080648389	0	0	0	0	0	0.0031511446532953096	0	0.0016645582262467542	0	0.0008054123711340206	0	0.0019906439733253707	0	0	0	0.0017676276669082425	0	0.0020281095990427322	0	0	0	0	0	0.0020995905798369316	0	0	0	0.005107304466848487	0	0.0012017930752683003	0	0.0011195575508559017	0	0.002273192243868064	0	0.0008067248584197874	0	0	0	0	0	0	0	0.00388360826043477	0	0	0
8	0.0010424376361684161	0	0.002782337720152472	0	0.0031762837480148226	0	0.003973036326795481	0	0.0008959208722685612	0	0.0009137092942509411	0	0.001665653394185204	0	0.0006632619221330503	0	0.0016260691404598523	0	0	0	0.0010284045332071823	0	0.0032883198877586813	0	0.009122898475172683	0	0.00344006715011077	0	0	0	0.004445893476392306	0	0.002269812626967644	0	0.007980209081477934	0	0	0	0.0029582735515553123	0	0.003001801080648389	0	0	0	0.0008223346079519756	0	0.0031511446532953096	0	0.0016645582262467542	0	0.0008054123711340206	0	0.0019906439733253707	0	0	0	0.0026514415003623636	0	0.0020281095990427322	0	0	0	0	0	0.005598908212898485	0	0	0	0.005107304466848487	0	0.0024035861505366006	0	0.0011195575508559017	0	0.002273192243868064	0	0.0016134497168395748	0	0	0	0	0	0	0	0.00388360826043477	0	0	0
9	0.0010424376361684161	0	0.002782337720152472	0	0.0031762837480148226	0	0.003973036326795481	0	0.0008959208722685612	0	0.0009137092942509411	0	0.001665653394185204	0	0.0006632619221330503	0	0.0016260691404598523	0	0	0	0.0010284045332071823	0	0.0032883198877586813	0	0.009122898475172683	0	0.00344006715011077	0	0	0	0.004445893476392306	0	0.002269812626967644	0	0.007980209081477934	0	0	0	0.007395683878888281	0	0.0040024014408645186	0	0	0	0.0008223346079519756	0	0.0031511446532953096	0	0.002496837339370131	0	0.002416237113402062	0	0.0019906439733253707	0	0	0	0.003535255333816485	0	0.0020281095990427322	0	0	0	0	0	0.008398362319347727	0	0	0	0.006128765360218184	0	0.0024035861505366006	0	0.0011195575508559017	0	0.002273192243868064	0	0.0016134497168395748	0	0.0028120694018728383	0	0	0	0	0	0.00388360826043477	0	0	0
10	0.0010424376361684161	0	0.002782337720152472	0	0.0031762837480148226	0	0.003973036326795481	0	0.0008959208722685612	0	0.0009137092942509411	0	0.001665653394185204	0	0.0013265238442661006	0	0.009756414842759114	0	0	0	0.0010284045332071823	0	0.0032883198877586813	0	0.009122898475172683	0	0.003784073865121847	0	0	0	0.004445893476392306	0	0.002269812626967644	0	0.007980209081477934	0	0	0	0.007395683878888281	0	0.0040024014408645186	0	0	0	0.0008223346079519756	0	0.0031511446532953096	0	0.002496837339370131	0	0.002416237113402062	0	0.0019906439733253707	0	0	0	0.005744789917451788	0	0.0040562191980854645	0	0	0	0	0	0.009098225845960038	0	0	0	0.006128765360218184	0	0.0024035861505366006	0	0.0011195575508559017	0	0.002273192243868064	0	0.0016134497168395748	0	0.0028120694018728383	0	0	0	0	0	0.00388360826043477	0	0	0
12	0.0010424376361684161	0	0.003709783626869963	0	0.0031762837480148226	0	0.003973036326795481	0	0.0008959208722685612	0	0.0009137092942509411	0	0.001665653394185204	0	0.0026530476885322013	0	0.009756414842759114	0	0	0	0.0010284045332071823	0	0.0032883198877586813	0	0.009122898475172683	0	0.0041280805801329245	0	0	0	0.004445893476392306	0	0.002269812626967644	0	0.007980209081477934	0	0	0	0.007395683878888281	0	0.0040024014408645186	0	0	0	0.0008223346079519756	0	0.0031511446532953096	0	0.002496837339370131	0	0.002416237113402062	0	0.002985965959988056	0	0	0	0.006186696834178849	0	0.0040562191980854645	0	0.0007717121205105648	0	0	0	0.009798089372572349	0	0	0	0.006128765360218184	0	0.0024035861505366006	0	0.0011195575508559017	0	0.002273192243868064	0	0.0016134497168395748	0	0.0028120694018728383	0	0	0	0	0	0.005825412390652155	0	0	0
14	0.0010424376361684161	0	0.003709783626869963	0	0.0031762837480148226	0	0.003973036326795481	0	0.0008959208722685612	0	0.0013705639413764117	0	0.001665653394185204	0	0.0026530476885322013	0	0.009756414842759114	0	0	0	0.0010284045332071823	0	0.0032883198877586813	0	0.009122898475172683	0	0.0041280805801329245	0	0	0	0.004445893476392306	0	0.002269812626967644	0	0.007980209081477934	0	0	0	0.007395683878888281	0	0.0040024014408645186	0	0	0	0.0008223346079519756	0.0008223346079519756	0.0031511446532953096	0	0.002496837339370131	0	0.002416237113402062	0	0.002985965959988056	0	0	0	0.006186696834178849	0	0.0040562191980854645	0	0.0015434242410211295	0	0	0	0.009798089372572349	0	0	0	0.006128765360218184	0	0.0024035861505366006	0	0.0016793363262838524	0	0.002273192243868064	0	0.0016134497168395748	0	0.0028120694018728383	0	0	0	0	0	0.005825412390652155	0	0	0
16	0.0010424376361684161	0	0.003709783626869963	0	0.0031762837480148226	0	0.003973036326795481	0	0.0008959208722685612	0	0.0018274185885018821	0	0.001665653394185204	0	0.0026530476885322013	0	0.009756414842759114	0	0	0	0.0010284045332071823	0	0.0032883198877586813	0	0.009122898475172683	0	0.0041280805801329245	0	0	0	0.004445893476392306	0	0.002269812626967644	0	0.007980209081477934	0	0	0	0.007395683878888281	0	0.0040024014408645186	0	0	0	0.0008223346079519756	0.0008223346079519756	0.0031511446532953096	0	0.002496837339370131	0	0.002416237113402062	0	0.002985965959988056	0	0	0	0.006186696834178849	0	0.0040562191980854645	0	0.0015434242410211295	0	0	0	0.009798089372572349	0	0	0	0.006128765360218184	0	0.0024035861505366006	0	0.0022391151017118033	0	0.002273192243868064	0	0.0016134497168395748	0	0.0028120694018728383	0	0	0	0	0	0.005825412390652155	0	0	0
18	0.0010424376361684161	0	0.003709783626869963	0	0.0031762837480148226	0	0.003973036326795481	0	0.0008959208722685612	0	0.0018274185885018821	0	0.001665653394185204	0	0.0026530476885322013	0	0.009756414842759114	0	0	0	0.0010284045332071823	0	0.0032883198877586813	0	0.009122898475172683	0	0.0041280805801329245	0	0	0	0.004445893476392306	0	0.002269812626967644	0	0.007980209081477934	0	0	0	0.007395683878888281	0	0.0040024014408645186	0	0	0	0.0008223346079519756	0.0008223346079519756	0.0031511446532953096	0	0.002496837339370131	0	0.002416237113402062	0	0.002985965959988056	0	0	0	0.006186696834178849	0	0.0040562191980854645	0	0.0015434242410211295	0	0	0	0.009798089372572349	0	0	0	0.006128765360218184	0	0.0024035861505366006	0	0.0022391151017118033	0	0.002273192243868064	0	0.0016134497168395748	0	0.0028120694018728383	0	0	0	0	0	0.005825412390652155	0	0	0
20	0.0010424376361684161	0	0.003709783626869963	0	0.0031762837480148226	0	0.003973036326795481	0	0.0008959208722685612	0	0.0018274185885018821	0	0.001665653394185204	0	0.0026530476885322013	0	0.009756414842759114	0	0	0	0.0010284045332071823	0	0.0032883198877586813	0	0.009122898475172683	0	0.0041280805801329245	0	0	0	0.004445893476392306	0	0.002269812626967644	0	0.007980209081477934	0	0	0	0.007395683878888281	0	0.0040024014408645186	0	0	0	0.0008223346079519756	0.0008223346079519756	0.0031511446532953096	0	0.002496837339370131	0	0.002416237113402062	0	0.002985965959988056	0	0	0	0.006186696834178849	0	0.0040562191980854645	0	0.0015434242410211295	0	0	0	0.009798089372572349	0	0	0	0.006128765360218184	0	0.0024035861505366006	0	0.0022391151017118033	0	0.002273192243868064	0	0.0016134497168395748	0	0.0028120694018728383	0	0	0	0	0	0.005825412390652155	0	0	0
22	0.0010424376361684161	0	0.003709783626869963	0	0.0031762837480148226	0	0.003973036326795481	0	0.0008959208722685612	0	0.0018274185885018821	0	0.001665653394185204	0	0.0026530476885322013	0	0.009756414842759114	0	0	0	0.0010284045332071823	0	0.0032883198877586813	0	0.009122898475172683	0	0.0041280805801329245	0	0	0	0.004445893476392306	0	0.002269812626967644	0	0.007980209081477934	0	0	0	0.007395683878888281	0	0.0040024014408645186	0	0	0	0.002467003823855927	0.0008223346079519756	0.0031511446532953096	0.0015755723266476548	0.002496837339370131	0	0.002416237113402062	0	0.002985965959988056	0	0	0	0.006186696834178849	0	0.0040562191980854645	0	0.0015434242410211295	0	0	0	0.009798089372572349	0.0003499317633061553	0	0	0.006128765360218184	0	0.0024035861505366006	0	0.0022391151017118033	0	0.002273192243868064	0	0.0016134497168395748	0	0.0028120694018728383	0	0	0	0	0	0.005825412390652155	0	0	0
24	0.0010424376361684161	0	0.003709783626869963	0	0.0031762837480148226	0	0.003973036326795481	0	0.0008959208722685612	0	0.0018274185885018821	0	0.001665653394185204	0	0.0026530476885322013	0	0.009756414842759114	0	0.003391900142459806	0	0.0010284045332071823	0	0.0032883198877586813	0	0.009122898475172683	0	0.0041280805801329245	0	0	0.0011018069634200088	0.004445893476392306	0	0.002269812626967644	0	0.007980209081477934	0	0	0	0.007395683878888281	0	0.0040024014408645186	0	0	0	0.002467003823855927	0.0008223346079519756	0.0031511446532953096	0.002363358489971482	0.002496837339370131	0	0.002416237113402062	0	0.002985965959988056	0	0	0	0.006186696834178849	0	0.0040562191980854645	0	0.0015434242410211295	0	0	0	0.009798089372572349	0.0006998635266123106	0	0	0.006128765360218184	0	0.0024035861505366006	0	0.0022391151017118033	0	0.002273192243868064	0	0.0016134497168395748	0	0.0028120694018728383	0	0	0	0	0	0.005825412390652155	0	0	0
26	0.0010424376361684161	0	0.003709783626869963	0	0.0031762837480148226	0	0.003973036326795481	0	0.0008959208722685612	0	0.0018274185885018821	0	0.001665653394185204	0	0.0026530476885322013	0	0.009756414842759114	0	0.006783800284919612	0	0.0010284045332071823	0	0.0032883198877586813	0	0.009122898475172683	0	0.0041280805801329245	0	0	0.0022036139268400176	0.004445893476392306	0	0.002269812626967644	0	0.007980209081477934	0	0	0	0.007395683878888281	0	0.0040024014408645186	0	0	0	0.002467003823855927	0.0008223346079519756	0.0031511446532953096	0.0031511446532953096	0.002496837339370131	0	0.002416237113402062	0	0.002985965959988056	0	0	0	0.006186696834178849	0	0.0040562191980854645	0	0.0015434242410211295	0	0	0	0.009798089372572349	0.0006998635266123106	0	0	0.006128765360218184	0	0.0024035861505366006	0	0.0022391151017118033	0	0.002273192243868064	0	0.0016134497168395748	0	0.0028120694018728383	0	0	0	0	0	0.005825412390652155	0	0	0
28	0.0010424376361684161	0	0.003709783626869963	0	0.0031762837480148226	0	0.003973036326795481	0	0.0008959208722685612	0	0.0018274185885018821	0	0.001665653394185204	0	0.0026530476885322013	0	0.009756414842759114	0	0.006783800284919612	0	0.0010284045332071823	0	0.0032883198877586813	0	0.009122898475172683	0	0.0041280805801329245	0	0	0.0022036139268400176	0.004445893476392306	0	0.002837265783709555	0	0.007980209081477934	0	0	0	0.007395683878888281	0	0.0040024014408645186	0.0010006003602161296	0	0	0.002467003823855927	0.0008223346079519756	0.0031511446532953096	0.0031511446532953096	0.002496837339370131	0	0.002416237113402062	0	0.002985965959988056	0	0	0	0.006186696834178849	0	0.0040562191980854645	0	0.0015434242410211295	0.0007717121205105648	0	0	0.009798089372572349	0.0006998635266123106	0	0	0.006128765360218184	0	0.0024035861505366006	0	0.0022391151017118033	0	0.002273192243868064	0	0.0016134497168395748	0	0.0028120694018728383	0	0	0	0	0	0.005825412390652155	0	0	0
30	0.0010424376361684161	0	0.003709783626869963	0	0.0031762837480148226	0	0.003973036326795481	0	0.0008959208722685612	0	0.0018274185885018821	0	0.001665653394185204	0	0.0029846786495987265	0	0.009756414842759114	0	0.006783800284919612	0	0.0010284045332071823	0	0.0032883198877586813	0	0.009122898475172683	0	0.0041280805801329245	0	0	0.0022036139268400176	0.004445893476392306	0	0.0034047189404514656	0	0.007980209081477934	0	0	0	0.007395683878888281	0	0.0040024014408645186	0.0010006003602161296	0	0	0.002467003823855927	0.0008223346079519756	0.0031511446532953096	0.0031511446532953096	0.002496837339370131	0	0.002416237113402062	0	0.002985965959988056	0	0	0	0.006186696834178849	0	0.0040562191980854645	0	0.0015434242410211295	0.0015434242410211295	0	0	0.009798089372572349	0.0006998635266123106	0	0.004143360265175057	0.006128765360218184	0	0.0024035861505366006	0	0.0022391151017118033	0	0.002273192243868064	0	0.0016134497168395748	0	0.0028120694018728383	0	0	0	0	0	0.005825412390652155	0	0	0
32	0.0026060940904210402	0	0.003709783626869963	0	0.0031762837480148226	0.0005293806246691371	0.003973036326795481	0	0.0008959208722685612	0	0.0018274185885018821	0	0.001665653394185204	0	0.003316309610665252	0	0.009756414842759114	0	0.006783800284919612	0	0.0010284045332071823	0	0.0032883198877586813	0	0.009122898475172683	0	0.0041280805801329245	0	0	0.0022036139268400176	0.004445893476392306	0	0.0034047189404514656	0	0.007980209081477934	0	0	0	0.007395683878888281	0	0.0040024014408645186	0.0010006003602161296	0	0	0.002467003823855927	0.0008223346079519756	0.003938930816619137	0.0031511446532953096	0.002496837339370131	0	0.002416237113402062	0	0.002985965959988056	0	0	0	0.006186696834178849	0	0.0040562191980854645	0	0.0015434242410211295	0.002315136361531694	0	0	0.009798089372572349	0.0006998635266123106	0	0.004143360265175057	0.006128765360218184	0.0010214608933696973	0.0024035861505366006	0	0.0022391151017118033	0	0.002273192243868064	0	0.0016134497168395748	0	0.0028120694018728383	0	0	0	0	0	0.005825412390652155	0	0	0
34	0.0041697505446736645	0	0.003709783626869963	0	0.0031762837480148226	0.0010587612493382743	0.003973036326795481	0	0.0008959208722685612	0	0.0018274185885018821	0	0.001665653394185204	0	0.003316309610665252	0	0.009756414842759114	0	0.006783800284919612	0	0.0010284045332071823	0	0.0032883198877586813	0	0.009122898475172683	0	0.0041280805801329245	0	0	0.0022036139268400176	0.004445893476392306	0	0.0034047189404514656	0	0.007980209081477934	0	0	0	0.007395683878888281	0	0.0040024014408645186	0.0020012007204322593	0	0	0.002467003823855927	0.0008223346079519756	0.004726716979942964	0.0031511446532953096	0.002496837339370131	0	0.002416237113402062	0.0008054123711340206	0.002985965959988056	0	0	0	0.00707051066763297	0	0.0040562191980854645	0	0.0015434242410211295	0.003086848482042259	0	0	0.009798089372572349	0.0006998635266123106	0	0.004143360265175057	0.006128765360218184	0.0010214608933696973	0.0024035861505366006	0	0.0022391151017118033	0	0.002273192243868064	0	0.0016134497168395748	0	0.0028120694018728383	0	0	0	0	0	0.005825412390652155	0	0	0
36	0.0041697505446736645	0	0.003709783626869963	0	0.0031762837480148226	0.0010587612493382743	0.003973036326795481	0	0.0017918417445371225	0	0.0018274185885018821	0	0.0020820667427315052	0	0.003316309610665252	0	0.009756414842759114	0	0.006783800284919612	0	0.0010284045332071823	0	0.0032883198877586813	0	0.009122898475172683	0	0.0041280805801329245	0	0	0.0022036139268400176	0.004445893476392306	0	0.0034047189404514656	0	0.007980209081477934	0	0	0	0.007395683878888281	0	0.0040024014408645186	0.0020012007204322593	0	0	0.002467003823855927	0.0008223346079519756	0.004726716979942964	0.0031511446532953096	0.002496837339370131	0	0.0032216494845360823	0.0016108247422680412	0.002985965959988056	0	0	0	0.00707051066763297	0	0.0040562191980854645	0	0.0015434242410211295	0.003086848482042259	0	0	0.009798089372572349	0.0006998635266123106	0	0.004143360265175057	0.006639495806903033	0.001532191340054546	0.0024035861505366006	0	0.0022391151017118033	0	0.002273192243868064	0	0.0016134497168395748	0	0.0028120694018728383	0	0	0	0	0	0.005825412390652155	0	0	0
38	0.0041697505446736645	0	0.003709783626869963	0	0.0031762837480148226	0.0010587612493382743	0.003973036326795481	0	0.0026877626168056836	0	0.0018274185885018821	0	0.002498480091277806	0	0.003647940571731777	0	0.009756414842759114	0	0.006783800284919612	0	0.0010284045332071823	0	0.0032883198877586813	0	0.009122898475172683	0	0.0041280805801329245	0.0006880134300221541	0	0.0022036139268400176	0.004445893476392306	0	0.0034047189404514656	0	0.007980209081477934	0	0	0	0.007395683878888281	0	0.0040024014408645186	0.0020012007204322593	0	0	0.002467003823855927	0.0008223346079519756	0.004726716979942964	0.0031511446532953096	0.0029129768959318195	0	0.0032216494845360823	0.0016108247422680412	0.002985965959988056	0	0	0	0.00707051066763297	0	0.0040562191980854645	0	0.002315136361531694	0.003086848482042259	0	0	0.009798089372572349	0.0006998635266123106	0	0.004143360265175057	0.008171687146957578	0.0020429217867393946	0.003605379225804901	0	0.0022391151017118033	0	0.002273192243868064	0	0.0016134497168395748	0	0.0028120694018728383	0	0	0	0	0	0.005825412390652155	0	0	0
40	0.0041697505446736645	0	0.003709783626869963	0	0.0031762837480148226	0.0010587612493382743	0.003973036326795481	0	0.0026877626168056836	0	0.0018274185885018821	0	0.002498480091277806	0	0.003979571532798302	0	0.009756414842759114	0	0.006783800284919612	0	0.0010284045332071823	0	0.0032883198877586813	0	0.009122898475172683	0	0.0041280805801329245	0.0006880134300221541	0	0.0022036139268400176	0.004445893476392306	0	0.0034047189404514656	0	0.007980209081477934	0	0	0	0.007395683878888281	0	0.0040024014408645186	0.0020012007204322593	0	0	0.002467003823855927	0.0008223346079519756	0.004726716979942964	0.004726716979942964	0.0033291164524935084	0	0.0032216494845360823	0.002416237113402062	0.002985965959988056	0	0	0	0.00707051066763297	0	0.0040562191980854645	0	0.003086848482042259	0.003086848482042259	0	0	0.009798089372572349	0.0006998635266123106	0	0.004143360265175057	0.009193148040327276	0.0020429217867393946	0.003605379225804901	0	0.0022391151017118033	0	0.002273192243868064	0	0.0016134497168395748	0	0.0028120694018728383	0	0	0	0	0	0.005825412390652155	0	0	0
42	0.0041697505446736645	0	0.003709783626869963	0	0.0031762837480148226	0.0010587612493382743	0.003973036326795481	0	0.0026877626168056836	0	0.0018274185885018821	0	0.002498480091277806	0	0.003979571532798302	0	0.009756414842759114	0	0.006783800284919612	0	0.0010284045332071823	0	0.0032883198877586813	0	0.009122898475172683	0	0.0041280805801329245	0.0006880134300221541	0	0.0022036139268400176	0.004445893476392306	0	0.0034047189404514656	0	0.007980209081477934	0	0	0	0.007395683878888281	0	0.0040024014408645186	0.0020012007204322593	0	0	0.002467003823855927	0.0008223346079519756	0.004726716979942964	0.004726716979942964	0.0033291164524935084	0	0.0032216494845360823	0.002416237113402062	0.002985965959988056	0	0	0	0.00707051066763297	0	0.0040562191980854645	0	0.007717121205105647	0.003086848482042259	0	0	0.009798089372572349	0.0006998635266123106	0	0.004143360265175057	0.010214608933696974	0.0020429217867393946	0.003605379225804901	0	0.0022391151017118033	0	0.004546384487736128	0	0.0016134497168395748	0	0.0028120694018728383	0	0	0	0	0	0.00776721652086954	0	0	0
