"Position (bp)"	"01_BAT_r1_C_1 - nextera_transposase_sequence"	"01_BAT_r1_C_2 - nextera_transposase_sequence"	"01_Blood_r3_C_1 - nextera_transposase_sequence"	"01_Blood_r3_C_2 - nextera_transposase_sequence"	"01_Liver_r2_C_1 - nextera_transposase_sequence"	"01_Liver_r2_C_2 - nextera_transposase_sequence"	"01_scAT_r1_C_1 - nextera_transposase_sequence"	"01_scAT_r1_C_2 - nextera_transposase_sequence"	"02_BAT_r1_C_1 - nextera_transposase_sequence"	"02_BAT_r1_C_2 - nextera_transposase_sequence"	"02_Blood_r3_C_1 - nextera_transposase_sequence"	"02_Blood_r3_C_2 - nextera_transposase_sequence"	"02_Liver_r2_C_1 - nextera_transposase_sequence"	"02_Liver_r2_C_2 - nextera_transposase_sequence"	"02_scAT_r1_C_1 - nextera_transposase_sequence"	"02_scAT_r1_C_2 - nextera_transposase_sequence"	"03_BAT_r1_C_1 - nextera_transposase_sequence"	"03_BAT_r1_C_2 - nextera_transposase_sequence"	"03_Liver_r2_C_1 - nextera_transposase_sequence"	"03_Liver_r2_C_2 - nextera_transposase_sequence"	"04_BAT_r1_C_1 - nextera_transposase_sequence"	"04_BAT_r1_C_2 - nextera_transposase_sequence"	"04_Liver_r2_C_1 - nextera_transposase_sequence"	"04_Liver_r2_C_2 - nextera_transposase_sequence"	"05_BAT_r1_C_1 - nextera_transposase_sequence"	"05_BAT_r1_C_2 - nextera_transposase_sequence"	"05_Blood_r3_C_1 - nextera_transposase_sequence"	"05_Blood_r3_C_2 - nextera_transposase_sequence"	"05_Liver_r2_C_1 - nextera_transposase_sequence"	"05_Liver_r2_C_2 - nextera_transposase_sequence"	"05_scAT_r1_C_1 - nextera_transposase_sequence"	"05_scAT_r1_C_2 - nextera_transposase_sequence"	"06_BAT_r1_C_1 - nextera_transposase_sequence"	"06_BAT_r1_C_2 - nextera_transposase_sequence"	"06_Blood_r3_C_1 - nextera_transposase_sequence"	"06_Blood_r3_C_2 - nextera_transposase_sequence"	"06_Liver_r2_C_1 - nextera_transposase_sequence"	"06_Liver_r2_C_2 - nextera_transposase_sequence"	"06_scAT_r1_C_1 - nextera_transposase_sequence"	"06_scAT_r1_C_2 - nextera_transposase_sequence"	"07_BAT_r1_C_1 - nextera_transposase_sequence"	"07_BAT_r1_C_2 - nextera_transposase_sequence"	"07_Blood_r3_C_1 - nextera_transposase_sequence"	"07_Blood_r3_C_2 - nextera_transposase_sequence"	"07_Liver_r2_C_1 - nextera_transposase_sequence"	"07_Liver_r2_C_2 - nextera_transposase_sequence"	"07_scAT_r1_C_1 - nextera_transposase_sequence"	"07_scAT_r1_C_2 - nextera_transposase_sequence"	"08_BAT_r1_C_1 - nextera_transposase_sequence"	"08_BAT_r1_C_2 - nextera_transposase_sequence"	"08_Blood_r3_C_1 - nextera_transposase_sequence"	"08_Blood_r3_C_2 - nextera_transposase_sequence"	"08_Liver_r2_C_1 - nextera_transposase_sequence"	"08_Liver_r2_C_2 - nextera_transposase_sequence"	"08_scAT_r1_C_1 - nextera_transposase_sequence"	"08_scAT_r1_C_2 - nextera_transposase_sequence"	"09_BAT_r1_C_1 - nextera_transposase_sequence"	"09_BAT_r1_C_2 - nextera_transposase_sequence"	"10_BAT_r1_C_1 - nextera_transposase_sequence"	"10_BAT_r1_C_2 - nextera_transposase_sequence"	"11_BAT_r1_C_1 - nextera_transposase_sequence"	"11_BAT_r1_C_2 - nextera_transposase_sequence"	"11_BAT_r3_C_1 - nextera_transposase_sequence"	"11_BAT_r3_C_2 - nextera_transposase_sequence"	"12_BAT_r1_C_1 - nextera_transposase_sequence"	"12_BAT_r1_C_2 - nextera_transposase_sequence"	"12_BAT_r3_C_1 - nextera_transposase_sequence"	"12_BAT_r3_C_2 - nextera_transposase_sequence"	"13_BAT_r3_C_1 - nextera_transposase_sequence"	"13_BAT_r3_C_2 - nextera_transposase_sequence"	"13_Blood_r2_C_1 - nextera_transposase_sequence"	"13_Blood_r2_C_2 - nextera_transposase_sequence"	"13_scAT_r1_C_1 - nextera_transposase_sequence"	"13_scAT_r1_C_2 - nextera_transposase_sequence"	"14_BAT_r3_C_1 - nextera_transposase_sequence"	"14_BAT_r3_C_2 - nextera_transposase_sequence"	"14_Blood_r2_C_1 - nextera_transposase_sequence"	"14_Blood_r2_C_2 - nextera_transposase_sequence"	"14_scAT_r1_C_1 - nextera_transposase_sequence"	"14_scAT_r1_C_2 - nextera_transposase_sequence"	"15_BAT_r3_C_1 - nextera_transposase_sequence"	"15_BAT_r3_C_2 - nextera_transposase_sequence"	"15_Blood_r2_C_1 - nextera_transposase_sequence"	"15_Blood_r2_C_2 - nextera_transposase_sequence"	"15_Liver_r1_C_1 - nextera_transposase_sequence"	"15_Liver_r1_C_2 - nextera_transposase_sequence"	"15_scAT_r1_C_1 - nextera_transposase_sequence"	"15_scAT_r1_C_2 - nextera_transposase_sequence"	"16_BAT_r3_C_1 - nextera_transposase_sequence"	"16_BAT_r3_C_2 - nextera_transposase_sequence"	"16_Blood_r2_C_1 - nextera_transposase_sequence"	"16_Blood_r2_C_2 - nextera_transposase_sequence"	"16_Liver_r1_C_1 - nextera_transposase_sequence"	"16_Liver_r1_C_2 - nextera_transposase_sequence"	"16_scAT_r1_C_1 - nextera_transposase_sequence"	"16_scAT_r1_C_2 - nextera_transposase_sequence"
90	0.02286981262258607	0.047290121016194925	0.024474700411537556	0.04260410812378759	0.017813613350834426	0.023438964935308455	0.0233936913848367	0.0467873827696734	0.03618203584255007	0.044669180052530955	0.07361601884570082	0.09683337863549878	0.011443804189778663	0.03500457752167591	0.02919131472530114	0.06610974217200552	0.03116091728507623	0.049626646046602885	0.018762792813281783	0.03638844666818285	0.01172843643187454	0.02261912740432947	0.023682142588027602	0.04198198004241256	0.028726345649754032	0.06822507091816582	0.05508925697590928	0.0835623560870534	0.023546273546273547	0.03276003276003276	0.04312068793120688	0.05968153184681532	0.0289629931936966	0.044760989481167475	0.053797836454577176	0.0857857392113528	0.029093931837073983	0.043937774611091315	0.023043312564809317	0.040325796988416304	0.019637758878532908	0.040786114593876044	0.03167108142347115	0.05297708165380629	0.03910891089108911	0.04950495049504951	0.0327373064991348	0.04209082264174474	0.016613442120613588	0.030457977221124914	0.027255847230976273	0.062177401495664614	0.03668027558050523	0.04146465935187548	0.027151251866648567	0.04751469076663499	0.023374988762024634	0.023374988762024634	0.03324728154580302	0.052152598503220425	0.010191602119853241	0.0348213072428319	0.059389847461865465	0.10471367841960491	0.03344350015738118	0.05901794145420208	0.0447503435061579	0.09202183312533878	0.060113796815366764	0.09366568340999007	0.009133087348847404	0.02739926204654221	0.02731755289361179	0.06146449401062652	0.009887610823637982	0.03460663788273294	0.018229324907334265	0.05590326304915841	0.01355965632434698	0.04252801301727007	0.04207028974563655	0.07605013915557378	0.028505380878746697	0.04256282898333411	0.039827943285008764	0.12944081567627846	0.02899039271869206	0.048542052924321594	0.048542169052018413	0.0762059858235988	0.00629458665547629	0.014687368862778011	0.05153950407543856	0.06681046824593888	0.030864065226057846	0.04629609783908677
92	0.027908923878410125	0.0500034886154848	0.027647346761181312	0.049402636015881365	0.018751171948246766	0.0318769923120195	0.026536127541008793	0.05761132952982172	0.04556256365358158	0.046455947254632195	0.07927878952613934	0.11155658240463895	0.012116969142118584	0.037697237331035596	0.03305487108600276	0.07598327509379857	0.03923967361824414	0.051934862141793714	0.023879918125995	0.04264271093927678	0.01172843643187454	0.02680785470142752	0.025835064641484655	0.04844074620278373	0.028726345649754032	0.07540665733060434	0.06870682611602169	0.09408502314986754	0.024058149058149056	0.034295659295659295	0.04812018798120188	0.0724927507249275	0.03159599257494174	0.049368738398346476	0.056705827614284054	0.0974177038501803	0.03265645410283814	0.048687804298776866	0.023043312564809317	0.045200343877125966	0.020393057296938022	0.046073203522711825	0.037429459864102274	0.056432108718184965	0.04455445544554455	0.0599009900990099	0.035855145213338116	0.049495689587977613	0.0184593801340151	0.036918760268030204	0.03918028039452839	0.07154659898131271	0.03986986476141873	0.04146465935187548	0.029090626999980607	0.05527219129996315	0.023374988762024634	0.026072102849950554	0.04041826383999583	0.05476022842838144	0.011890202473162114	0.03821850794944966	0.07345586396599149	0.11877969492373093	0.03639439723009128	0.06885426502990243	0.057986360599528546	0.10399727716219793	0.06710377318924662	0.10624764088297381	0.009133087348847404	0.03470573192562014	0.033464002294674444	0.07170857634573094	0.009887610823637982	0.04284631356909792	0.024305766543112353	0.06987907881144802	0.015408700368576113	0.05115688522367269	0.05609371966084874	0.08036504066794675	0.03201974290489355	0.045686706339909094	0.057750517763262704	0.1354150071690298	0.0333726613854711	0.054272711950109555	0.05689350996419363	0.08194753270071925	0.00629458665547629	0.01888375996642887	0.05535724511806364	0.07062820928856395	0.033007403088978524	0.05336911278672503
94	0.03139753936321139	0.05698071958508733	0.03217969868924382	0.06073351583603763	0.023907744234014625	0.04031501968873055	0.03456679771789303	0.06529284013379794	0.04600925545410689	0.058069934068290245	0.08607411434266558	0.12967744858204222	0.016829123808498034	0.042409391997415044	0.04249911996771784	0.08929108033621526	0.040393781665839554	0.06289888859395017	0.027859904480327498	0.04548555833522856	0.01172843643187454	0.034347563836204006	0.027449756181577446	0.05113189876960504	0.03231713885597329	0.08258824374304283	0.08170541484067444	0.11513035727549581	0.028153153153153154	0.04043816543816543	0.05343215678432157	0.08405409459054095	0.035545491646809466	0.05331823747021419	0.06397580551355124	0.10177969058974061	0.03503146894668092	0.05640660254126588	0.027031578201026314	0.050961172018328296	0.025680146225773803	0.04909439719633227	0.046067027525048945	0.06276632500287918	0.046534653465346534	0.06831683168316832	0.03936271376681684	0.05534163717710883	0.02399719417421963	0.045225481328336994	0.04684598742824046	0.07239834420728072	0.04146465935187548	0.04146465935187548	0.030060314566646627	0.05624187886662917	0.025173064820641914	0.034163445113728305	0.050848783540639916	0.059975488278703484	0.01868460388639761	0.04841011006930289	0.09064766191547888	0.12034258564641159	0.042296191375511494	0.07475605917532263	0.06618008546685322	0.11345157508603411	0.07968573066223036	0.11114062434468971	0.012786322288386366	0.04109889306981332	0.038927512873396804	0.07546473986860257	0.009887610823637982	0.04779011898091691	0.024305766543112353	0.08081667375584857	0.019723136471777425	0.05608766934161705	0.06688097344178119	0.09384910789411231	0.035143620261468535	0.0484200990269122	0.06969890074876534	0.14537199299028197	0.03944041800101129	0.06101466374515423	0.06733268610441265	0.09186475003392733	0.00629458665547629	0.0209819555182543	0.05917498616068872	0.07921812663447039	0.03707974502852783	0.06022779394807121
96	0.037599522447302525	0.061632206898155684	0.03897822658133759	0.07478380681303141	0.0257828614288393	0.04687792987061691	0.03945503173860518	0.07192687201905015	0.05404970786356246	0.06655707827827112	0.09796593277158648	0.1500634230316209	0.024233938284237172	0.048467876568474344	0.05280193692958883	0.09615962497746258	0.042124943737232676	0.07097764492711808	0.028428473959517853	0.058562656356606776	0.01507941826955298	0.039374036592721665	0.03229383080185582	0.05382305133642636	0.0466803116808503	0.08976983015548134	0.09779890564262547	0.12812894600014857	0.030712530712530713	0.04811629811629812	0.06093140685931407	0.0953029697030297	0.048052238707723904	0.057267736542081914	0.06397580551355124	0.11486565080842154	0.03978149863436646	0.0647191544947156	0.029690421958504312	0.056722000159530626	0.030967235154609585	0.050604994033142496	0.05009789243349073	0.0737072440400783	0.04900990099009901	0.07376237623762376	0.0463778508737743	0.0600183952484138	0.02768907020102265	0.04984032636184077	0.055363439687920554	0.08261928691889682	0.05103342689461597	0.04146465935187548	0.03781781509997478	0.06012062913329325	0.03236536905511103	0.04225478737750607	0.058671673316122976	0.06975410049805732	0.02378040494632423	0.05605381165919283	0.10315078769692423	0.13909727431857966	0.052132514951211836	0.08754327982373308	0.07878581603196813	0.131099597877195	0.08667570703611022	0.1258195747298374	0.018266174697694808	0.0474920542140065	0.04336661521860872	0.0792209033914742	0.02142315678454896	0.0527339243927359	0.03524336148751291	0.0887160478823601	0.022188528530749603	0.06040210544481836	0.08198312873508662	0.10733317512027787	0.04061040563547475	0.05388688440091842	0.08961287239126972	0.18121714194678987	0.048542052924321594	0.07416146974549132	0.07568402701658786	0.10439176140219014	0.007343684431389006	0.02308015107007973	0.06490159772462634	0.0944890908049707	0.043938426189874015	0.06730080889570947
98	0.044576753416905056	0.07442379700909366	0.0435105785094001	0.08384851066915644	0.027189199324957808	0.05344084005250328	0.045041584905133346	0.08135418048756643	0.059856701270391485	0.07325745528615077	0.11608679894898977	0.17328078282141887	0.029619257902956542	0.05318003123485379	0.06396332197161574	0.10560387385917766	0.05424307823698454	0.07790229321269057	0.030134182397088927	0.07050261541960427	0.01759265464781181	0.04104952751156089	0.039829057988955516	0.056514203903247684	0.050271104887069554	0.10592839958346799	0.10522667062814132	0.15474510386491372	0.033783783783783786	0.05886568386568387	0.06999300069993	0.10811418858114188	0.053976487315525484	0.0677997340670625	0.07851576131208561	0.12358962428754217	0.04987531172069826	0.07481296758104738	0.035451250099706635	0.06292596892697928	0.03776492092025559	0.05287088928835783	0.05528043303005874	0.08579983876540366	0.050990099009900994	0.08267326732673268	0.051054608945079266	0.06898218155174832	0.03599579126132944	0.05353220238864379	0.07495357988518475	0.09454372008244893	0.05422301607552947	0.06060219443735647	0.042666252933304886	0.07272656749995152	0.03416344511372831	0.047649015553357904	0.07170982294192808	0.07757699027354037	0.02632830547628754	0.06369751324908275	0.11721680420105027	0.1625406351587897	0.06688700031476236	0.10426502990242367	0.08634925437103708	0.1493779071966116	0.09576267632215403	0.15447847786274482	0.02191940963723377	0.06301830270704709	0.05087894226435196	0.08775763867072787	0.03131076760818694	0.06097360007910088	0.04982682141338032	0.09722306617244941	0.030817400737152226	0.07396176176916534	0.08845548100364609	0.11650234083407046	0.04607719100948097	0.06521093981850273	0.12944081567627846	0.24693324836705433	0.052250126411596154	0.08697117815607619	0.0824694915077302	0.11587485515643106	0.01049097775912715	0.0346202266051196	0.07921812663447039	0.13266650123122148	0.048225101915715385	0.07823183199660495
100	0.047290121016194925	0.08682776317727593	0.054388223136750125	0.10061821280298773	0.03375210950684418	0.06187886742921433	0.054119733800741615	0.08903569109154266	0.06432361927564458	0.08755159290296066	0.12854489444595452	0.20046208208752378	0.03231191771231623	0.05789218590123324	0.07512470701364266	0.11719454294128254	0.057705402379770794	0.0865581035696562	0.03866272458494428	0.0727768933363657	0.021781381944909858	0.047751491186917766	0.046287824149326674	0.06297297006361885	0.05745269129950806	0.11490538259901613	0.11451137686003615	0.17640941840600163	0.03480753480753481	0.07063882063882064	0.08092940705929408	0.12217528247175283	0.058584236232704485	0.07635698205610922	0.08869373037105968	0.14976154472490405	0.05462534140838381	0.08609428808930056	0.03988265636216997	0.07001621894692062	0.042296711430686265	0.06495566398283961	0.058735460094437406	0.10019578486698145	0.0599009900990099	0.09554455445544555	0.058459475891312146	0.07989461705145992	0.04153360530153397	0.05630110940874605	0.08687801304873687	0.10646815324600106	0.05422301607552947	0.07017096198009697	0.044605628066636926	0.07854469289994764	0.036860559201654236	0.05214420569990111	0.0743174528670891	0.08539988004902344	0.029725506182905287	0.07813561625220819	0.1312828207051763	0.18598399599899976	0.07869058860560277	0.12098677998111426	0.09958527146440772	0.17143793568556265	0.10974262906991375	0.17125442116005646	0.029225879516311695	0.07306469879077923	0.060781555188286235	0.09970906806168303	0.03955044329455193	0.06756534062819287	0.0613720605213587	0.10512244029896092	0.037597228899325714	0.08567237404928318	0.0933097452050657	0.13052577074928265	0.04920106836605595	0.08317323461880886	0.13740640433328022	0.27481280866656044	0.056295297488622956	0.10045508174616552	0.08821103838485067	0.14040691908594571	0.013638271086865297	0.03881661770877046	0.08876247924103309	0.15080077118369062	0.054226447931893296	0.09130619296042113
102	0.05426735198579746	0.10116984905923669	0.06798527892093766	0.12237350205768778	0.04172135758484905	0.06750421901368836	0.060404606113085804	0.10090711657041501	0.08040452409455573	0.10184573051977058	0.14213554407900697	0.226510827217541	0.03433141256933599	0.06395067047229253	0.08929108033621526	0.13093163222377718	0.06751532078433183	0.09925329209320577	0.041505571980896064	0.07448260177393677	0.02932109107968635	0.056966691240533475	0.048978976716147996	0.07373758033090412	0.06283888110883695	0.13106395202700277	0.13060486766198717	0.19931169377800886	0.039414414414414414	0.08036445536445537	0.0928032196780322	0.14217328267173282	0.06253373530457221	0.08030648112797693	0.09450971269047342	0.1759334651622659	0.06471915449471559	0.10806317539484622	0.04741604700835764	0.08552614086554228	0.044562606685901604	0.07175334974848563	0.06564551422319476	0.1163192445007486	0.06881188118811882	0.10891089108910891	0.06430542348044335	0.0872994839976928	0.0470714193417385	0.0636848614623521	0.08687801304873687	0.11754084118358517	0.05581781066598622	0.09887726460831844	0.044605628066636926	0.08727188099994182	0.04495190146543199	0.05933650993437022	0.07953271271741115	0.09257086234321625	0.03651990759614078	0.08747791819540698	0.13284571142785695	0.20317579394848712	0.08754327982373308	0.1396757947749449	0.11093042897301113	0.1985402564005597	0.11743160308118158	0.18313738099565224	0.03470573192562014	0.08676432981405033	0.06487918812232801	0.10756286451859642	0.04449424870637092	0.07415708117728487	0.07170201130218144	0.12092118855198397	0.04252801301727007	0.09306855022619973	0.10571508705313801	0.1488641021768678	0.052324945722630925	0.09137341267981819	0.1513461844830333	0.2927353831448144	0.06337434687341986	0.11393898533625485	0.09604042049001493	0.15397784806823045	0.014687368862778011	0.056651279899286616	0.1068967491935022	0.16320842957222212	0.06108512909323949	0.10545222285569764
104	0.058918839298865815	0.10892232791435061	0.08475498105476895	0.1463949672764191	0.05062816426026627	0.06937933620851303	0.06878443586287805	0.11661929735127549	0.09112512730716316	0.11569317633605518	0.16138896439249795	0.2536921264836459	0.039043567235715435	0.07270181485271152	0.09573034093738464	0.14982012998720734	0.07559407711749974	0.11310258866435076	0.05344553104389356	0.07732544916988857	0.034347563836204006	0.061155418537631526	0.05597597338988342	0.08665511265164644	0.07181586412438508	0.14363172824877016	0.14112753472480133	0.2222139691500161	0.04504504504504504	0.09572072072072071	0.10186481351864812	0.15873412658734126	0.06648323437643991	0.08688897958108979	0.1090496684890078	0.1948354077003606	0.07540672129200808	0.12350077187982425	0.05317687514955996	0.1005929221579176	0.046073203522711825	0.08157222918775209	0.07485891972820453	0.1312910284463895	0.07475247524752475	0.12079207920792079	0.06859245171247291	0.09938110901523065	0.04984032636184077	0.07937533457626493	0.09795070098632097	0.12776178389520126	0.05741260525644297	0.11482521051288594	0.04848437833330101	0.10666563233326222	0.051245167670592465	0.0656297761395307	0.08996323241805523	0.10104565959998957	0.040766408479412965	0.0993681206685691	0.15003750937734434	0.22349337334333585	0.09836323575700347	0.15738117721120554	0.12668759217940476	0.22375171753078948	0.13420754637849325	0.1985153290181879	0.04566543674423702	0.09589741716289775	0.07034269870105037	0.12361192684359334	0.046142183843643915	0.08898849741274184	0.08020902959227076	0.14340402260436289	0.046226101105728334	0.1010810744178593	0.11919915427930358	0.16612370822635975	0.0570107617574934	0.09527825937553691	0.1832085391110403	0.31464075195156926	0.07550986010450025	0.12270352266981291	0.11483093754240915	0.180075788418778	0.01678556441460344	0.07238774653797733	0.12407658388531506	0.17752495848206618	0.06987281433121428	0.12324192711793931
106	0.07132280546704808	0.11861292648324301	0.09245997933247521	0.15727261190376912	0.05531595724732796	0.07500468779298705	0.08030670176884239	0.1277924036843318	0.09916557971661871	0.12820054675076384	0.18460632418229592	0.2718129926610492	0.04308255694975496	0.07606763961441111	0.10431602173894379	0.17257218411133912	0.08194167137927452	0.12752893925929346	0.06538549010689107	0.0886968387536957	0.04104952751156089	0.06618189129414918	0.05974358698343327	0.09526680086547466	0.08438364034615246	0.16338109088297603	0.16898165342048577	0.2525440095075392	0.05528255528255528	0.11466011466011466	0.1128012198780122	0.17498250174982502	0.07701523190142051	0.10202872602324939	0.11777364196812842	0.21373735023845528	0.08728179551122195	0.13893836836480228	0.058494562664515956	0.11698912532903191	0.04909439719633227	0.09063581020861343	0.08464816307727743	0.14683865023609352	0.08267326732673268	0.13366336633663367	0.07755623801580744	0.11574976226479805	0.0553781404020453	0.10060362173038229	0.10987513414987309	0.14564843364052943	0.07336055116101046	0.12917836182699668	0.06496906696662336	0.11927157069992048	0.056639395846444306	0.07731727052054302	0.09974184463740907	0.11147617930063367	0.04841011006930289	0.10955972278842234	0.16722930732683172	0.2406851712928232	0.11803588290840415	0.16820113314447593	0.15315962636614605	0.2666112014521802	0.1565754707749088	0.2236792439641554	0.05936506776750813	0.11325028312570781	0.07751355633562346	0.1362462950568888	0.051085989255462906	0.1021719785109258	0.08567782706447105	0.16770978914747525	0.05793671338584619	0.11340803471272018	0.12621086923690966	0.1920131173005976	0.06872530184464958	0.11089764615841183	0.24892464553130478	0.3245977377728214	0.08697117815607619	0.1409067925164335	0.12579207248963914	0.20826156399736934	0.02308015107007973	0.0839278220730172	0.1612995590509096	0.20138583999847293	0.07973216850064943	0.13910262730355236
108	0.08295152374971898	0.12752827716662402	0.10786997588788774	0.17494878442321288	0.06422276392274517	0.08391149446840426	0.08973401023735868	0.1445520631839163	0.11435310093447924	0.14964175317597872	0.20895623810818156	0.3040907855395488	0.048467876568474344	0.08885777370886963	0.1154774067809707	0.1880264095541456	0.09059748173624015	0.14080118180664075	0.07050261541960427	0.11541960427564249	0.04858923664633738	0.07455934588834529	0.0651258921170759	0.10603141113275993	0.0933606233617006	0.1813350569140723	0.19250290920795265	0.2884448736041991	0.06756756756756757	0.14486076986076984	0.1277997200279972	0.19216828317168283	0.08293948050922208	0.11980147184665411	0.14976154472490405	0.266081191113179	0.09737560859755373	0.17515734473340458	0.06469853143196462	0.1285107816114366	0.05815797821719361	0.10120998806628498	0.0973165956466659	0.17678221812737532	0.09554455445544555	0.15148514851485148	0.08885840335479446	0.1286108469608867	0.05630110940874605	0.10798737378398833	0.1217995673134252	0.16864555474166568	0.08292931870375096	0.1658586374075019	0.07078719236661948	0.12799875879991468	0.06293266205160478	0.09260091701878989	0.10821664189418237	0.1238624214451485	0.061149612719119444	0.147778230737872	0.18598399599899976	0.2922605651412853	0.13377400062952471	0.21148095687755744	0.17963166055288732	0.2962346682802002	0.17195341879744447	0.2607261187457186	0.07306469879077923	0.144302780111789	0.0901479245489189	0.141368336224441	0.0543818595300089	0.13677861639365874	0.09418484535456037	0.19444613234489883	0.06841462963647793	0.1343638672139837	0.1440098379754482	0.215745075618649	0.0855161426362401	0.12065976289770863	0.27879560299506134	0.34451170941532583	0.09944378897690881	0.1597842575425586	0.14980217761214287	0.23070579269884023	0.02622744439781788	0.09127150650440621	0.17561608796075362	0.23479107412144234	0.09259219567817353	0.15260565583995267
110	0.09458024203238985	0.13760649967827213	0.12509291321452526	0.20214289599158797	0.07687980498781175	0.09469341833864617	0.10125627614332303	0.16201004182931683	0.12954062215233977	0.1813568710132757	0.22820965842167257	0.3527906133913201	0.05318003123485379	0.09491625827992892	0.12878521202338739	0.2116370317584333	0.10386972428358743	0.1598439645919651	0.07448260177393677	0.13133954969297248	0.05612894578111387	0.08377454594196099	0.0769669634110897	0.11625779088668095	0.11131458939279687	0.20108441954827821	0.21602416499541954	0.3224887964544802	0.07729320229320229	0.17352579852579852	0.14748525147485253	0.2156034396560344	0.08820547927171238	0.14349846627786045	0.1759334651622659	0.2849831336512737	0.11637572734829593	0.20543878399239995	0.08065159397683261	0.14579326603504356	0.06495566398283961	0.11782655327119745	0.11171254174824369	0.20154324542208912	0.10742574257425742	0.17574257425742573	0.09548381062247649	0.14536923004972951	0.0636848614623521	0.13475347497831022	0.1320205100250413	0.1797182426792498	0.10844603215105894	0.21210768053074763	0.07854469289994764	0.13478657176657682	0.0701249662860739	0.11237975366357997	0.11603953166966544	0.13950820099611463	0.06794401413235493	0.16816143497757846	0.20630157539384847	0.32664416104026006	0.15541391249606545	0.2331208687440982	0.20421283515486138	0.3365730060885679	0.18383637863304023	0.29078301715340205	0.08402440360939611	0.16713549848390752	0.09902612923934273	0.15161241855954544	0.05932566494182789	0.19116047592366764	0.11119888193473902	0.21024488059792185	0.0733454137544223	0.14484178346461546	0.1650449828482665	0.23300468166814092	0.09254486668853382	0.1382315730284429	0.2967181774733153	0.3664170782220806	0.11360188774650262	0.17899882015843588	0.16128527136638376	0.26515507396156296	0.04406210658833403	0.10595887536718422	0.18802374634928512	0.25769752037719285	0.10523788906940557	0.18261238592084225
112	0.10272034483025948	0.15582482498778985	0.14820790804764408	0.2193658333182255	0.07828614288393024	0.1139133695855991	0.11592097820545946	0.18575289278706153	0.14383475976914967	0.22200582486107884	0.2565235118238652	0.40318927244722297	0.059911680758253	0.1009747428509882	0.14595657362650571	0.22666197316116182	0.11425669671194617	0.18004085542488488	0.07732544916988857	0.14953377302706392	0.06031767307821191	0.09382749145499632	0.09096095675856056	0.13563408936779442	0.1256777622176739	0.26930949046644403	0.24573522493748295	0.36210354304389814	0.0946969696969697	0.1822276822276822	0.1631086891310869	0.24216328367163284	0.09478797772482524	0.15271396411221844	0.1919274165406537	0.312609049668489	0.13062581641135257	0.24522028262676643	0.0966046565217006	0.16174632857991156	0.07401924500370097	0.1344431184761099	0.12726016353794772	0.2199700564321087	0.11831683168316831	0.19356435643564357	0.10717570580073893	0.1586200445850936	0.08306721060306795	0.1513669170989238	0.1439449431885934	0.19845663765054597	0.12439397805562644	0.24400357233988262	0.09405969396660396	0.14157438473323894	0.0746201564326171	0.12496628607390092	0.1284257738141803	0.16102114787869307	0.07983421660551707	0.19194183992390268	0.2297449362340585	0.3766566641660415	0.17508655964746617	0.2695152659741895	0.2294242962850912	0.3813233495947258	0.19781633138079993	0.3334218730340691	0.09224418222335878	0.18905490812114129	0.11302637509731878	0.1649297255951812	0.07250914604001187	0.2158795029827626	0.13368171598711795	0.23637357963176764	0.08012524191659579	0.15162161162678894	0.17906841276347868	0.25565791460809906	0.09449729003639318	0.15463192915046153	0.31862354628007006	0.39628803568583715	0.12304062025956514	0.1978762851845609	0.18738321171693129	0.2975165199962419	0.056651279899286616	0.12274443978178767	0.20234027525912918	0.26915074350506807	0.12045558789614243	0.20104509154196012
114	0.11163569551364048	0.17830701366762022	0.1590855526749941	0.2379484762232818	0.08297393587099194	0.12657041065066565	0.12849072283014784	0.20705162673445018	0.15544874658280772	0.25372094269837586	0.2763432092054	0.45925070218356434	0.06193117561527277	0.11713070170714632	0.1687086277506375	0.2519897315257613	0.12695188523549575	0.2117788267337588	0.08642256083693428	0.1563566067773482	0.0678573822129884	0.10723141880571008	0.09957264497238877	0.15070454374199382	0.14542712485187978	0.29803583611619805	0.2742083240486271	0.39986134838693704	0.11312448812448812	0.20782145782145783	0.17841965803419657	0.26559844015598444	0.1112442238576074	0.17772745823404731	0.2035593811794812	0.34168896126555776	0.1448759054744092	0.27193919961999763	0.11078515656158325	0.17681310987228688	0.08157222918775209	0.15634677260985813	0.14280778532765173	0.23494184037774962	0.12772277227722773	0.2198019801980198	0.12471354856813258	0.1718708591204577	0.10337252875048455	0.18551677034685177	0.16609031906376165	0.22571248488152224	0.13874712936973718	0.2758994641490176	0.10375656963326416	0.15515001066656323	0.08900476490155533	0.1357547424256046	0.14341964588385617	0.18448981720514224	0.09512161978529692	0.22336594646011687	0.25006251562890724	0.41260315078769694	0.18590651558073656	0.30197513377400065	0.26787177450869165	0.4210314008748377	0.22298024632676744	0.3711677454530204	0.1059438132466299	0.2274138749863004	0.12531927389944408	0.18097878792017813	0.08569262713819584	0.23071091921821957	0.15737983836665248	0.2594640578477244	0.09183585419671364	0.16456491993639288	0.2060365472158098	0.28855903863994303	0.10621183012354934	0.18274682535963638	0.3285805321013223	0.418193404492592	0.14225518287544242	0.21607955503118154	0.2124372344534569	0.3335316776799975	0.06399496433067561	0.14582459085186739	0.22333785099356712	0.2968293660640999	0.13503028536400308	0.2179774606590335
