"Position (bp)"	"01_Liver_r3_C_1 - nextera_transposase_sequence"	"01_Liver_r3_C_2 - nextera_transposase_sequence"	"01_scAT_r2_C_1 - nextera_transposase_sequence"	"01_scAT_r2_C_2 - nextera_transposase_sequence"	"02_BAT_r2_C_1 - nextera_transposase_sequence"	"02_BAT_r2_C_2 - nextera_transposase_sequence"	"02_Liver_r3_C_1 - nextera_transposase_sequence"	"02_Liver_r3_C_2 - nextera_transposase_sequence"	"02_scAT_r2_C_1 - nextera_transposase_sequence"	"02_scAT_r2_C_2 - nextera_transposase_sequence"	"03_BAT_r2_C_1 - nextera_transposase_sequence"	"03_BAT_r2_C_2 - nextera_transposase_sequence"	"03_Liver_r3_C_1 - nextera_transposase_sequence"	"03_Liver_r3_C_2 - nextera_transposase_sequence"	"03_scAT_r2_C_1 - nextera_transposase_sequence"	"03_scAT_r2_C_2 - nextera_transposase_sequence"	"04_BAT_r2_C_1 - nextera_transposase_sequence"	"04_BAT_r2_C_2 - nextera_transposase_sequence"	"04_Blood_r1_C_1 - nextera_transposase_sequence"	"04_Blood_r1_C_2 - nextera_transposase_sequence"	"04_Liver_r3_C_1 - nextera_transposase_sequence"	"04_Liver_r3_C_2 - nextera_transposase_sequence"	"04_scAT_r2_C_1 - nextera_transposase_sequence"	"04_scAT_r2_C_2 - nextera_transposase_sequence"	"05_Blood_r2_C_1 - nextera_transposase_sequence"	"05_Blood_r2_C_2 - nextera_transposase_sequence"	"05_Liver_r1_C_1 - nextera_transposase_sequence"	"05_Liver_r1_C_2 - nextera_transposase_sequence"	"05_scAT_r2_C_1 - nextera_transposase_sequence"	"05_scAT_r2_C_2 - nextera_transposase_sequence"	"06_Liver_r1_C_1 - nextera_transposase_sequence"	"06_Liver_r1_C_2 - nextera_transposase_sequence"	"06_Liver_r3_C_1 - nextera_transposase_sequence"	"06_Liver_r3_C_2 - nextera_transposase_sequence"	"06_scAT_r2_C_1 - nextera_transposase_sequence"	"06_scAT_r2_C_2 - nextera_transposase_sequence"	"07_Liver_r1_C_1 - nextera_transposase_sequence"	"07_Liver_r1_C_2 - nextera_transposase_sequence"	"07_Liver_r3_C_1 - nextera_transposase_sequence"	"07_Liver_r3_C_2 - nextera_transposase_sequence"	"07_scAT_r2_C_1 - nextera_transposase_sequence"	"07_scAT_r2_C_2 - nextera_transposase_sequence"	"08_Liver_r3_C_1 - nextera_transposase_sequence"	"08_Liver_r3_C_2 - nextera_transposase_sequence"	"08_scAT_r2_C_1 - nextera_transposase_sequence"	"08_scAT_r2_C_2 - nextera_transposase_sequence"	"09_BAT_r2_C_1 - nextera_transposase_sequence"	"09_BAT_r2_C_2 - nextera_transposase_sequence"	"09_Blood_r1_C_1 - nextera_transposase_sequence"	"09_Blood_r1_C_2 - nextera_transposase_sequence"	"09_Liver_r3_C_1 - nextera_transposase_sequence"	"09_Liver_r3_C_2 - nextera_transposase_sequence"	"09_scAT_r2_C_1 - nextera_transposase_sequence"	"09_scAT_r2_C_2 - nextera_transposase_sequence"	"10_BAT_r2_C_1 - nextera_transposase_sequence"	"10_BAT_r2_C_2 - nextera_transposase_sequence"	"10_Blood_r1_C_1 - nextera_transposase_sequence"	"10_Blood_r1_C_2 - nextera_transposase_sequence"	"10_Liver_r3_C_1 - nextera_transposase_sequence"	"10_Liver_r3_C_2 - nextera_transposase_sequence"	"10_scAT_r2_C_1 - nextera_transposase_sequence"	"10_scAT_r2_C_2 - nextera_transposase_sequence"	"11_BAT_r2_C_1 - nextera_transposase_sequence"	"11_BAT_r2_C_2 - nextera_transposase_sequence"	"11_Blood_r1_C_1 - nextera_transposase_sequence"	"11_Blood_r1_C_2 - nextera_transposase_sequence"	"11_Liver_r3_C_1 - nextera_transposase_sequence"	"11_Liver_r3_C_2 - nextera_transposase_sequence"	"11_scAT_r2_C_1 - nextera_transposase_sequence"	"11_scAT_r2_C_2 - nextera_transposase_sequence"	"12_BAT_r2_C_1 - nextera_transposase_sequence"	"12_BAT_r2_C_2 - nextera_transposase_sequence"	"12_Blood_r1_C_1 - nextera_transposase_sequence"	"12_Blood_r1_C_2 - nextera_transposase_sequence"	"12_Liver_r3_C_1 - nextera_transposase_sequence"	"12_Liver_r3_C_2 - nextera_transposase_sequence"	"13_BAT_r2_C_1 - nextera_transposase_sequence"	"13_BAT_r2_C_2 - nextera_transposase_sequence"	"13_Blood_r1_C_1 - nextera_transposase_sequence"	"13_Blood_r1_C_2 - nextera_transposase_sequence"	"13_Liver_r3_C_1 - nextera_transposase_sequence"	"13_Liver_r3_C_2 - nextera_transposase_sequence"	"14_BAT_r2_C_1 - nextera_transposase_sequence"	"14_BAT_r2_C_2 - nextera_transposase_sequence"	"14_Blood_r1_C_1 - nextera_transposase_sequence"	"14_Blood_r1_C_2 - nextera_transposase_sequence"	"15_BAT_r2_C_1 - nextera_transposase_sequence"	"15_BAT_r2_C_2 - nextera_transposase_sequence"	"15_Blood_r1_C_1 - nextera_transposase_sequence"	"15_Blood_r1_C_2 - nextera_transposase_sequence"	"16_BAT_r2_C_1 - nextera_transposase_sequence"	"16_BAT_r2_C_2 - nextera_transposase_sequence"	"16_Blood_r1_C_1 - nextera_transposase_sequence"	"16_Blood_r1_C_2 - nextera_transposase_sequence"	"16_scAT_r2_C_1 - nextera_transposase_sequence"	"16_scAT_r2_C_2 - nextera_transposase_sequence"
78	0.011629955947136564	0.027841409691629956	0.012533347657159227	0.025066695314318453	0.011866450222614606	0.021359610400706292	0.027267623706792848	0.02887160157189831	0.00903230176920211	0.007338745187476714	0.011043970780808734	0.011832825836580785	0.017787264318747775	0.014553216260793636	0.007950136742351968	0.023850410227055904	0.007525991549386632	0.01612712474868564	0.00549551199853453	0.01099102399706906	0.016820628455048007	0.021821355833575792	0.015889830508474576	0.015007062146892656	0.01569436348145823	0.008220857061716215	0.002591344908007256	0.007774034724021767	0.0068092060465749695	0.016342094511779925	0.012894150744344158	0.02109951939983589	0.022801417195776476	0.015200944797184318	0.004978839930296241	0.0144386357978591	0.011476664116296864	0.0038255547054322878	0.014426508329410335	0.009111478944890738	0.012256403971074886	0.01838460595661233	0.02368450227270437	0.018645246470001313	0.01540344181349855	0.017542808732040015	0.014917616261164151	0.03609100708346166	0.00725136869584134	0.009064210869801675	0.013415415803359816	0.020123123705039724	0.011716105740023953	0.010414316213354625	0.006824308185757669	0.02502246334777812	0.012112036336109008	0.006056018168054504	0.026096033402922755	0.022368028631076647	0.007392986520121245	0.007392986520121245	0.020232675771370764	0.009104704097116844	0.005297662406463148	0.013906363816965764	0.0029973144062919624	0.00719355457510071	0.007624109612913064	0.01361448145163047	0.00975538375240836	0.010365095236933883	0.012640626975097964	0.029303271624090736	0.01394959546173161	0.02169937071824917	0.013669709442731512	0.024301705675967133	0.0027151041242431647	0.005430208248486329	0.01269422159033208	0.031100842896313596	0.010311138607480732	0.012888923259350914	0.013606676342525399	0.009071117561683599	0.006040379939898219	0.003775237462436387	0.0028633604398121634	0.012169281869201694	0.010951942874665966	0.01971349717439874	0.010766348700501712	0.01076634870050171	0.014383610902777065	0.017465813239086435
80	0.013744493392070484	0.03383259911894273	0.01432382589389626	0.030438130024529553	0.013290424249328359	0.025631532480847548	0.0312775683695565	0.03689149089742562	0.010161339490352373	0.00903230176920211	0.011043970780808734	0.012621680892352839	0.019404288347724848	0.014553216260793636	0.013515232461998348	0.028620492272467088	0.007525991549386632	0.024728257947984646	0.00549551199853453	0.012822861329913903	0.019093686354378817	0.026822083212103578	0.02030367231638418	0.022951977401129944	0.01644171412343243	0.012704960913561424	0.002591344908007256	0.007774034724021767	0.0068092060465749695	0.01770393572109492	0.016410737310983473	0.028132692533114522	0.028063282702494124	0.02455537236468236	0.0069703759024147376	0.017923823749066467	0.011476664116296864	0.0038255547054322878	0.018982247801855704	0.009870768856964966	0.012256403971074886	0.022155807178481528	0.024188427852974672	0.02217272553189345	0.01668706196462343	0.02396090948766441	0.021173390822297505	0.044752848783492456	0.00725136869584134	0.009064210869801675	0.01565131843725312	0.023849628094861897	0.012150035582247063	0.0138857549511395	0.009099077581010225	0.035827617975227766	0.012112036336109008	0.01514004542013626	0.026096033402922755	0.03168804056069192	0.007392986520121245	0.011089479780181866	0.02832574607991907	0.01112797167425392	0.005297662406463148	0.019204026223428913	0.003596777287550355	0.014986572031459812	0.008713268129043501	0.017426536258087003	0.00975538375240836	0.013413652659561496	0.018386366509233403	0.03332528929798555	0.016532853880570797	0.024282629137088358	0.013669709442731512	0.030377132094958913	0.0027151041242431647	0.009502864434851077	0.020945465624047935	0.03935208693002945	0.010311138607480732	0.01675560023715619	0.013606676342525399	0.009071117561683599	0.006040379939898219	0.004530284954923664	0.003579200549765204	0.018611842858779065	0.01259473430586586	0.02573706575546502	0.011842983570551883	0.012919618440602054	0.017465813239086435	0.018493214017856224
82	0.019030837004405287	0.04123348017621145	0.019695260604107357	0.034019086498003615	0.014714398276042113	0.029428796552084222	0.03368353516721469	0.04410939129040019	0.011854896072077768	0.013548452653803163	0.012621680892352839	0.014988246059668996	0.019404288347724848	0.017787264318747775	0.016695287158939136	0.028620492272467088	0.008601133199299008	0.031179107847458906	0.0064114306649569516	0.012822861329913903	0.021821355833575792	0.0313681990107652	0.024717514124293787	0.022951977401129944	0.017936415407380835	0.02017846733330344	0.002591344908007256	0.007774034724021767	0.0068092060465749695	0.018384856325752416	0.016410737310983473	0.030477083577540733	0.028063282702494124	0.030401889594368632	0.007966143888473986	0.019915359721184966	0.011476664116296864	0.009563886763580718	0.022778697362226846	0.01594508815355879	0.015084804887476783	0.026869808705818024	0.027211981334596506	0.029731609235948035	0.017114935348331722	0.02781176994103905	0.030316445950107792	0.05197105020018479	0.009064210869801675	0.01087705304376201	0.020123123705039724	0.025340229850790763	0.01345182510891639	0.016489334004478155	0.01137384697626278	0.04606408025386426	0.012112036336109008	0.01514004542013626	0.02796003578884581	0.04007605129734566	0.008625150940141452	0.012937726410212179	0.030349013657056147	0.01618614061709661	0.005297662406463148	0.02119064962585259	0.003596777287550355	0.016784960675234988	0.00925784738710872	0.017426536258087003	0.010974806721459406	0.01707192156671463	0.025855827903609473	0.03907102883212098	0.024799280820856195	0.030482449342302407	0.016707422652227404	0.041768556630568505	0.0027151041242431647	0.010860416496972659	0.02792728749873058	0.048872753122778514	0.010311138607480732	0.025777846518701828	0.013606676342525399	0.009071117561683599	0.006040379939898219	0.008305522417360052	0.006442560989577368	0.020759363188638184	0.01588031716826565	0.027927454330398213	0.013996253310652226	0.012919618440602054	0.017465813239086435	0.0215754163541656
84	0.022555066079295152	0.04828193832599119	0.020590499722475872	0.035809564734740645	0.017562346329469618	0.035599350667843824	0.037292485363701985	0.052129280615927504	0.013548452653803163	0.01862912239897935	0.014988246059668996	0.01735481122698515	0.019404288347724848	0.02021280036221338	0.023850410227055904	0.03021051962093748	0.014514412273817076	0.03332939114728366	0.01007510533064664	0.018318373328448434	0.02500363689263893	0.033641256910096014	0.02824858757062147	0.022951977401129944	0.01943111669132924	0.026904623111071252	0.002591344908007256	0.018139414356050793	0.007490126651232466	0.022470379953697397	0.021099519399835894	0.03633806118860626	0.029817237871400008	0.035663755101086284	0.009957679860592481	0.021409011700273838	0.011476664116296864	0.010520275439938791	0.024297277186375303	0.022019407450152618	0.018856006109345978	0.03441221114955641	0.02922768365567773	0.037794418520272925	0.017542808732040015	0.032090503778121976	0.03801586079457961	0.056301971050200184	0.012689895217722345	0.01087705304376201	0.023849628094861894	0.03130263687450624	0.014753614635585718	0.02213042195337858	0.017629462813207313	0.05459446548606135	0.012112036336109008	0.018168054504163512	0.03168804056069192	0.059648076349537726	0.009241233150151556	0.013553808620222282	0.030349013657056147	0.01618614061709661	0.007284285808886829	0.023177273028276272	0.004196240168808747	0.020981200844043736	0.009802426645173938	0.019060274032282658	0.015242787113138064	0.01951076750481672	0.028728697670677192	0.04251847255260224	0.027382539239695382	0.0346156628124451	0.02202342076884521	0.045565698142438375	0.006787760310607912	0.010860416496972659	0.036178531532446434	0.059028130395044176	0.010311138607480732	0.02835563117057201	0.0158744557329463	0.01247278664731495	0.008305522417360052	0.009060569909847329	0.011453441759248654	0.028633604398121636	0.01971349717439874	0.0339510229114645	0.016149523050752568	0.013996253310652226	0.02311651752232028	0.030822023363093712
86	0.02960352422907489	0.05180616740088106	0.021485738840844388	0.03760004297147768	0.025631532480847548	0.043193878810317166	0.04330740235784746	0.06897104819953484	0.014112971514378295	0.020322678980704747	0.018143666282757206	0.02287679661738952	0.021021312376701917	0.02587238446363313	0.027030464923996692	0.033390574317878265	0.018277408048510392	0.036554816097020784	0.01099102399706906	0.021982047994138124	0.028185917951702066	0.037278149549025315	0.032662429378531074	0.026483050847457626	0.023167869901200247	0.030641376320942257	0.012956724540036279	0.022026431718061675	0.009532888465204958	0.03404603023287485	0.030477083577540733	0.04219903879967179	0.03741771026999216	0.04326422749967844	0.016430171769977596	0.0268857356235997	0.011476664116296864	0.012433052792654935	0.024297277186375303	0.03264946621919181	0.024041407789416123	0.03959761282962656	0.03376301387811048	0.042329748742705675	0.02224941595283124	0.03551349084778832	0.041865568216815516	0.06255774561133354	0.01450273739168268	0.020847685000543854	0.029066734240612936	0.03875564565415058	0.016489334004478155	0.02733758006005589	0.03184677153353579	0.07165523595045553	0.012112036336109008	0.028766086298258893	0.04100805249030719	0.08201610498061437	0.011705561990191972	0.0166342196702728	0.03136064744562468	0.01719777440566515	0.014568571617773658	0.02847493543473942	0.00479570305006714	0.029973144062919625	0.01361448145163047	0.025050645871000067	0.023778747896495377	0.024998170865546426	0.03734730697188035	0.049987933946978313	0.02996579765853457	0.03719892123128429	0.02961770379258494	0.053919409468552074	0.008145312372729495	0.010860416496972659	0.04252564232761247	0.06537524119021021	0.01804449256309128	0.03222230814837729	0.018142235123367198	0.018142235123367198	0.014345902357258272	0.009815617402334605	0.013600962089107778	0.0314969648379338	0.022999080036798528	0.037784202917597584	0.02045606253095325	0.016149523050752568	0.024657618690474968	0.03544532686755776
88	0.03594713656387665	0.06519823788546256	0.025066695314318453	0.046552434155162845	0.029428796552084226	0.054585671024027185	0.05132729168337477	0.083406848985484	0.01580652809610369	0.02540334872588093	0.020510231450073364	0.03549847750974236	0.024255360434656058	0.033957504608518485	0.03021051962093748	0.03736564268905425	0.026878541247809397	0.03924267022180172	0.01099102399706906	0.029309397325517496	0.03318664533022985	0.041824265347686934	0.03884180790960452	0.03531073446327684	0.02540992182712285	0.038114882740684274	0.012956724540036279	0.023322104172065303	0.010894729674519951	0.03813155386081983	0.03751025671081937	0.050404407455163516	0.047356789560458835	0.05554191368201962	0.019915359721184963	0.02937515558874782	0.011476664116296864	0.018171384850803367	0.024297277186375303	0.04479810481237946	0.02639840855308437	0.048554215731565896	0.03628264177946201	0.05442396266919301	0.028239643324747342	0.056479286649494684	0.05004619648906683	0.07218201416692331	0.01450273739168268	0.02809905369638519	0.03428384038636398	0.04248215004397275	0.01996077274226303	0.03167687848228698	0.042651926160985426	0.08246039057790516	0.01514004542013626	0.036336109008327025	0.05219206680584551	0.1034521324187295	0.015402055250252594	0.01971463072032332	0.033383915022761765	0.018209408194233688	0.01854181842262102	0.03708363684524204	0.012588720506426242	0.031771532706694805	0.017426536258087003	0.02777354216132616	0.02682730531912299	0.032924420164378215	0.041369324645775155	0.057457395341354384	0.033065707761141594	0.04494869648780185	0.03493370190920275	0.07214568872552743	0.008145312372729495	0.01629062474545899	0.05077688636132832	0.08505128465522493	0.021911169540896554	0.04768901605959838	0.018142235123367198	0.023811683599419448	0.016611044834720104	0.012080759879796439	0.020043523078685142	0.035076165387699004	0.029022648617864806	0.04983134007973014	0.021532697401003425	0.029069141491354623	0.025685019469244758	0.04109603115079161
90	0.042643171806167404	0.0747136563876652	0.032228608261266584	0.04744767327353136	0.033700718632225485	0.06407883120211888	0.058545192076349346	0.09142673831101131	0.020322678980704743	0.03330661277393278	0.024454506728933626	0.04890901345786725	0.0274894084926102	0.03719155266647262	0.03180054696940787	0.044520765757171024	0.03332939114728366	0.04300566599649504	0.012822861329913903	0.03663674665689687	0.035459703229560664	0.04773421588594705	0.039724576271186446	0.037076271186440676	0.03138872696291646	0.049325142370297295	0.014252396994039906	0.023322104172065303	0.011575650279177448	0.04630260111670979	0.039854647755245574	0.05743758058844215	0.05495726195905099	0.06665029641842354	0.02539208364451083	0.03186457555389594	0.017214996174445295	0.028691660290742157	0.02885301665882067	0.05770603331764134	0.02828400916401897	0.05845361893897254	0.04333759990324629	0.06651817659568035	0.031662630394413686	0.06589250109107714	0.05678318447797967	0.08324992300585154	0.016315579565643015	0.02900547478336536	0.03577444214229285	0.04769925618972379	0.02213042195337858	0.04035547532674917	0.05345708078843507	0.09269685285654167	0.01514004542013626	0.045420136260408785	0.06058007754249926	0.11090814196242171	0.016018137460262698	0.020330712930333422	0.04451188669701568	0.020232675771370764	0.02119064962585259	0.03907026024766572	0.01438710915020142	0.03536830999424516	0.01797111551615222	0.03648681029036966	0.029266151257225082	0.03841182352510792	0.047689638133324136	0.06952344836303881	0.0387488762825878	0.06148155036837265	0.04632512644481235	0.07898054344689318	0.009502864434851077	0.020363280931823734	0.060297552554077385	0.09964963948410684	0.03351120047431238	0.048977908385533474	0.018142235123367198	0.028347242380261248	0.020386282297156492	0.015855997342232826	0.02219104340854427	0.04509792692704158	0.031213037192798	0.05749770009199632	0.025839236881204108	0.032299046101505136	0.028253521416169235	0.04982893777033483
92	0.048986784140969165	0.08458149779735682	0.0331238473796351	0.05102862974700542	0.039871272747985076	0.07784391346035181	0.06576309246932392	0.10786751142834228	0.02258075442300527	0.03951632024025923	0.025243361784705678	0.04890901345786725	0.029106432521587268	0.03800006468096116	0.03816065636328945	0.05326591617375819	0.03709238692197697	0.04999408672092548	0.01648653599560359	0.04030042132258656	0.03636892638929299	0.05637183590340413	0.0423728813559322	0.03884180790960452	0.035125480172787465	0.06651420713570393	0.025913449080072558	0.028504793988079813	0.014299332697807435	0.05379272776794226	0.044543429844097995	0.06447075372172079	0.06021912746576864	0.07249681364810982	0.02638785163057008	0.036843415484192184	0.018171384850803364	0.042081101759755164	0.03340875613126604	0.0675768021746063	0.03582641160775736	0.06316762046630903	0.05190433476784148	0.079116316102438	0.036369237615204913	0.07444996876524299	0.06303895903911302	0.0899869109947644	0.016315579565643015	0.03263115913128603	0.04173684916600832	0.05887876935919031	0.02603579053338656	0.049901931855657576	0.06141877367181903	0.10293331513517817	0.018168054504163512	0.04996214988644966	0.08108410378765285	0.1239561586638831	0.016018137460262698	0.02464328840040415	0.04451188669701568	0.02933737986848761	0.021852857426660485	0.04900337725978412	0.018583349319010165	0.03716669863802033	0.019604853290347876	0.04247718212908706	0.029875862741750605	0.04633807282393971	0.05171165580721895	0.08388779719837741	0.04339874143649834	0.0718145840437294	0.04936283965430824	0.08733425477300688	0.013575520621215824	0.0230783850560669	0.07172235198537626	0.11107443891540571	0.038666769778052744	0.05928904699301421	0.023811683599419448	0.0408200290275762	0.021141329789643767	0.020386282297156492	0.028633604398121636	0.060130569236055434	0.037236605773864284	0.0640688658167959	0.02691587175125428	0.04198875993195668	0.038013828814482245	0.05804814400049316
94	0.052511013215859034	0.09550660792951542	0.03760004297147768	0.053714347102110975	0.046516484872649255	0.08638775762063433	0.07939690432272034	0.11829336755152778	0.02258075442300527	0.04403247112486028	0.02918763706356594	0.05127557862518341	0.033957504608518485	0.048510720869312116	0.046110793105641416	0.06439610761305095	0.04085538269667029	0.05644493662039974	0.02015021066129328	0.04121633998900898	0.03773276112889148	0.0627363980215304	0.04590395480225989	0.04590395480225989	0.039609584024632674	0.08669267446900737	0.02980046644208344	0.031096138896087068	0.023832221163012392	0.05651641018657225	0.049232211932950416	0.06915953581057321	0.07249681364810982	0.08302054466154513	0.03286034353995519	0.036843415484192184	0.02008416220351951	0.051644988523335884	0.04176094516408255	0.07365112147120013	0.04054041313509386	0.07023862275731377	0.05845536731135546	0.09624978583162838	0.04064797145228784	0.08257956305570055	0.06929473360024638	0.10634816753926701	0.026286211522424857	0.0362568434792067	0.04918985794565266	0.06558647726087022	0.030809018797840763	0.055543019804558	0.0756360823921475	0.1091889309721227	0.028766086298258893	0.05753217259651779	0.10158813003280645	0.13886817775126753	0.01848246630030311	0.032036274920525395	0.04451188669701568	0.035407182599898834	0.02648831203231574	0.061585325475134095	0.026376366775369267	0.04256186456934587	0.025050645871000067	0.047378395451674035	0.034753554617954784	0.04938663024656732	0.05975569115500856	0.1034233116144379	0.04546534817156969	0.08473087613792533	0.05771655098042194	0.1010039642157384	0.013575520621215824	0.027151041242431645	0.0780694627805423	0.12059510510815477	0.04253344675585802	0.06702240094862476	0.03288280116110305	0.05215892597968069	0.021896377282131046	0.025671614744567434	0.032212804947886836	0.07444737143511626	0.04216498006746397	0.07173522582906208	0.029069141491354623	0.05490837837255873	0.04366453309771609	0.060102945558032736
96	0.06343612334801763	0.11242290748898678	0.046552434155162845	0.055504825338848006	0.057433619077454694	0.09540625978982144	0.0938327051086695	0.13794209639906968	0.027096905307606327	0.05250025403348726	0.03865389773283057	0.06153069435022009	0.050127744898289195	0.05336179295624333	0.0500858614768174	0.07314125802963811	0.04246809517153885	0.06397092816978638	0.02747755999267265	0.04762777065396593	0.04136965376782077	0.07501091067791679	0.05120056497175141	0.05031779661016949	0.049325142370297295	0.10761849244428501	0.031096138896087068	0.03627882871210158	0.027236824186299878	0.06060193381451723	0.05392099402180284	0.07736490446606495	0.08477449983045099	0.09880614118169806	0.036843415484192184	0.037839183470251433	0.025822494261667942	0.05929609793420046	0.0539095837572702	0.07668828111949705	0.04808281557883225	0.08249502672838865	0.07155743239838341	0.10935185091865633	0.05990227371916103	0.09028128396244983	0.07843778872805666	0.11597243609485679	0.033537580218266194	0.04078894891410754	0.05291636233547483	0.07676599043033672	0.036016176904518075	0.06075017791123531	0.08644123701959713	0.12397493204126432	0.036336109008327025	0.06056018168054504	0.11929615269907545	0.14725618848792127	0.023411123980383943	0.038813179230636534	0.04451188669701568	0.042488619119878605	0.034434805642010465	0.07416727369048406	0.028174755419144444	0.05035488202570497	0.02777354216132616	0.05445792580652188	0.041460380947735534	0.05121576470014389	0.06722515254938463	0.1218096781236713	0.052698471744319415	0.10539694348863883	0.07518340193502332	0.10935767554185209	0.014933072683337406	0.029866145366674812	0.09774550624555703	0.1396364374936529	0.05800015466707911	0.07733353955610549	0.03968613933236575	0.0612300435413643	0.026426662237054713	0.027181709729541988	0.03650784560760509	0.08375329286450578	0.056402505804529726	0.07994918298506154	0.03983549019185634	0.06675136194311061	0.04828783660218014	0.06934955256696085
98	0.07330396475770926	0.1307488986784141	0.048342912391899875	0.060876260049059105	0.0664521212466418	0.10584873598572228	0.10506055016440774	0.16360574224075708	0.0389518013796841	0.05814544263923858	0.050486723569411356	0.0662638246848524	0.05336179295624333	0.05578732899970894	0.057240984544934176	0.0779113400750493	0.0446183784713636	0.06880906559439207	0.033888990657629604	0.0549551199853453	0.04818882746581321	0.0881946464940355	0.05296610169491525	0.06532485875706215	0.06277745392583292	0.13153371298745947	0.031096138896087068	0.041461518528116095	0.03676971265150483	0.07013482227972219	0.05743758058844215	0.0914312507326222	0.09471357912091767	0.1268694238841922	0.039830719442369926	0.05526512322628828	0.03825554705432288	0.06694720734506504	0.06681751226253207	0.08655904997646202	0.05751081863350524	0.0961656311576645	0.08314772074460045	0.12295784158595459	0.07102698169557664	0.10568472577594838	0.08854327071142593	0.13040883892824146	0.0362568434792067	0.04804031760994888	0.06111467199308361	0.08198309657608777	0.04426084390675716	0.07203235380903616	0.09724639164704679	0.14672262599378988	0.045420136260408785	0.06510219530658592	0.12488815985684462	0.17521622427676709	0.02649153503043446	0.04805441238078809	0.04653515427415276	0.048558421851289835	0.037745844646049936	0.07681610489371565	0.0323709955879532	0.05814789948206407	0.03703138954843488	0.0637157731936306	0.046338072823939716	0.0597517254835012	0.07756748371082842	0.14249434044655887	0.06664806720605101	0.12141314568544179	0.08353711326113701	0.12150852837983567	0.01629062474545899	0.036653905677282723	0.1091703056768559	0.16185132527673404	0.0747557549042353	0.08248910885984585	0.04195391872278665	0.0771044992743106	0.03171199468446565	0.032467042176952926	0.0472454472569007	0.09592257473370747	0.0629736715293293	0.0958295001533272	0.04306539480200685	0.08397751986391336	0.05599334244295357	0.0847605642485077
100	0.08387665198237886	0.15013215859030837	0.05281910798374245	0.06714293387763871	0.07926788748706556	0.11391792213710022	0.11949635095035688	0.18124949875691715	0.04516150884601054	0.06491966896614015	0.05206443368095546	0.07099695501948472	0.054170304970731865	0.07276608130396817	0.06598613496152134	0.08347643579469567	0.048918945071013104	0.08816161529281483	0.03663674665689687	0.06960981864810405	0.05819028222286878	0.09683226651149258	0.05561440677966102	0.07415254237288135	0.07996651869123955	0.1494701283948403	0.03627882871210158	0.04923555325213786	0.050388124744654775	0.07830586953561215	0.07267612237721252	0.09846442386590083	0.09997544462763533	0.1485015376340314	0.04480955937266617	0.0642270351008215	0.05355776587605203	0.08224942616679418	0.08124402059194241	0.09794839865757543	0.06222482016084173	0.11030763573967398	0.09624978583162838	0.13656383225325286	0.08343530982311714	0.12365540789169668	0.09576147212811825	0.15110101632275946	0.04078894891410754	0.05529168630579022	0.07005828252865681	0.09241730886758984	0.05293944075121934	0.0837484595490601	0.10748285392568328	0.16662685820224976	0.045420136260408785	0.08932626797880394	0.14539218610199822	0.2097002684163436	0.03080411050050519	0.053599152270879025	0.0556398583712696	0.051593323216995446	0.04701675385736044	0.0821137673001788	0.034768847112986764	0.06713984270093995	0.04247718212908707	0.06752782800008714	0.05487403360729703	0.07499451259663928	0.0930809804529941	0.1689247423035819	0.07801440424894344	0.13897930293354827	0.09189082458725072	0.13289995291544526	0.01629062474545899	0.0461567701121338	0.11805626079008835	0.1840662130598152	0.08506689351171604	0.09280024746732658	0.05215892597968069	0.08277394775036284	0.03548723214690204	0.03926246960933842	0.06227808956591455	0.10594433627305005	0.06735444867919568	0.10732904017172647	0.052755108632458386	0.10335694752481643	0.06369884828372699	0.10119897670882436
102	0.09691629955947137	0.17550660792951542	0.055504825338848006	0.07520008594295537	0.0906596797007756	0.12008847625285982	0.12992220707354238	0.2017002165370118	0.0479841031488862	0.07733908389879307	0.05364214379249957	0.08046321568874934	0.06710649720254844	0.08004268943436499	0.07711632640081409	0.1001717229536348	0.05214437002075023	0.09568760684220146	0.03755266532331929	0.08426451731086279	0.06455484434099505	0.11047061390747745	0.06179378531073446	0.09004237288135594	0.09715558345664618	0.17263799829604054	0.03887017362010883	0.05312257061414874	0.05515456897725725	0.08511507558218712	0.08088149103270426	0.1172195522213105	0.11166847908700786	0.16662574104605887	0.04480955937266617	0.07318894697535475	0.06312165263963275	0.09659525631216526	0.08731833988853624	0.11161561707491155	0.06976722260458013	0.12492104047441713	0.10985577649892664	0.1526894508219026	0.091992777497283	0.14504907707711134	0.11212272867262088	0.16168771173390822	0.04622747543598854	0.07160726587143323	0.07453008779644342	0.13340885715563372	0.05901445854234287	0.09199312655129918	0.11715062385550665	0.18994324450358846	0.045420136260408785	0.09992429977289932	0.1593722039964211	0.2311362958544587	0.03758101481061633	0.06037605658099017	0.0637329286798179	0.06069802731411229	0.05893649427190252	0.09800675451956825	0.0401640130443123	0.07673124880107424	0.0490121332258697	0.07242904132267411	0.05914201399897569	0.08840816525620077	0.11146734696222751	0.19478057020719136	0.0940306064457464	0.15447885344658338	0.11011710384422607	0.15036680387004664	0.019005728869702154	0.0543020824848633	0.12948106022138722	0.20120341220676347	0.09408913979326167	0.09666692444513186	0.0612300435413643	0.09184506531204645	0.040772564594312985	0.04907808701167303	0.07444737143511626	0.11596609781239262	0.07611600297892845	0.11828098304639242	0.06244482246290993	0.13242608901617106	0.06626735023065147	0.12071959150545036
